participant_id	age	sex	hand	weight	height
sub-1001	n/a	n/a	n/a	n/a	n/a
sub-1002	n/a	n/a	n/a	n/a	n/a
sub-1003	n/a	n/a	n/a	n/a	n/a
sub-1004	n/a	n/a	n/a	n/a	n/a
sub-1005	n/a	n/a	n/a	n/a	n/a
sub-1006	n/a	n/a	n/a	n/a	n/a
sub-1007	n/a	n/a	n/a	n/a	n/a
sub-1008	n/a	n/a	n/a	n/a	n/a
sub-1009	n/a	n/a	n/a	n/a	n/a
sub-1010	n/a	n/a	n/a	n/a	n/a
sub-1011	n/a	n/a	n/a	n/a	n/a
sub-1012	n/a	n/a	n/a	n/a	n/a
sub-1013	n/a	n/a	n/a	n/a	n/a
sub-1014	n/a	n/a	n/a	n/a	n/a
sub-1015	n/a	n/a	n/a	n/a	n/a
sub-1016	n/a	n/a	n/a	n/a	n/a
sub-1017	n/a	n/a	n/a	n/a	n/a
sub-1018	n/a	n/a	n/a	n/a	n/a
sub-1019	n/a	n/a	n/a	n/a	n/a
sub-1020	n/a	n/a	n/a	n/a	n/a
sub-1021	n/a	n/a	n/a	n/a	n/a
sub-1022	n/a	n/a	n/a	n/a	n/a
sub-1023	n/a	n/a	n/a	n/a	n/a
sub-1024	n/a	n/a	n/a	n/a	n/a
sub-1025	n/a	n/a	n/a	n/a	n/a
sub-1026	n/a	n/a	n/a	n/a	n/a
sub-1027	n/a	n/a	n/a	n/a	n/a
sub-1028	n/a	n/a	n/a	n/a	n/a
sub-1029	n/a	n/a	n/a	n/a	n/a
sub-1030	n/a	n/a	n/a	n/a	n/a
sub-1031	n/a	n/a	n/a	n/a	n/a
sub-1032	n/a	n/a	n/a	n/a	n/a
sub-1033	n/a	n/a	n/a	n/a	n/a
sub-1034	n/a	n/a	n/a	n/a	n/a
sub-1035	n/a	n/a	n/a	n/a	n/a
sub-1036	n/a	n/a	n/a	n/a	n/a
sub-1038	n/a	n/a	n/a	n/a	n/a
sub-1039	n/a	n/a	n/a	n/a	n/a
sub-1040	n/a	n/a	n/a	n/a	n/a
sub-1041	n/a	n/a	n/a	n/a	n/a
sub-1042	n/a	n/a	n/a	n/a	n/a
sub-1043	n/a	n/a	n/a	n/a	n/a
sub-1044	n/a	n/a	n/a	n/a	n/a
sub-1045	n/a	n/a	n/a	n/a	n/a
sub-1046	n/a	n/a	n/a	n/a	n/a
sub-1047	n/a	n/a	n/a	n/a	n/a
sub-1048	n/a	n/a	n/a	n/a	n/a
sub-1050	n/a	n/a	n/a	n/a	n/a
sub-1051	n/a	n/a	n/a	n/a	n/a
sub-1052	n/a	n/a	n/a	n/a	n/a
sub-1053	n/a	n/a	n/a	n/a	n/a
sub-1056	n/a	n/a	n/a	n/a	n/a
sub-1058	n/a	n/a	n/a	n/a	n/a
sub-1060	n/a	n/a	n/a	n/a	n/a
sub-1062	n/a	n/a	n/a	n/a	n/a
sub-1064	n/a	n/a	n/a	n/a	n/a
sub-1066	n/a	n/a	n/a	n/a	n/a
sub-1068	n/a	n/a	n/a	n/a	n/a
sub-1070	n/a	n/a	n/a	n/a	n/a
sub-1072	n/a	n/a	n/a	n/a	n/a
sub-1074	n/a	n/a	n/a	n/a	n/a
